# depth maps
# file: 'rgbd_dataset_freiburg3_structure_notexture_far.bag'
# timestamp filename
1341836537.655691 depth/1341836537.655691.png
1341836537.687429 depth/1341836537.687429.png
1341836537.723650 depth/1341836537.723650.png
1341836537.755513 depth/1341836537.755513.png
1341836537.787384 depth/1341836537.787384.png
1341836537.823406 depth/1341836537.823406.png
1341836537.855464 depth/1341836537.855464.png
1341836537.887631 depth/1341836537.887631.png
1341836537.923504 depth/1341836537.923504.png
1341836537.955638 depth/1341836537.955638.png
1341836537.987538 depth/1341836537.987538.png
1341836538.023346 depth/1341836538.023346.png
1341836538.055538 depth/1341836538.055538.png
1341836538.087643 depth/1341836538.087643.png
1341836538.123348 depth/1341836538.123348.png
1341836538.155357 depth/1341836538.155357.png
1341836538.191545 depth/1341836538.191545.png
1341836538.223372 depth/1341836538.223372.png
1341836538.255643 depth/1341836538.255643.png
1341836538.291725 depth/1341836538.291725.png
1341836538.323337 depth/1341836538.323337.png
1341836538.355412 depth/1341836538.355412.png
1341836538.391367 depth/1341836538.391367.png
1341836538.423540 depth/1341836538.423540.png
1341836538.456249 depth/1341836538.456249.png
1341836538.491493 depth/1341836538.491493.png
1341836538.523474 depth/1341836538.523474.png
1341836538.556437 depth/1341836538.556437.png
1341836538.591481 depth/1341836538.591481.png
1341836538.623407 depth/1341836538.623407.png
1341836538.659256 depth/1341836538.659256.png
1341836538.691432 depth/1341836538.691432.png
1341836538.723848 depth/1341836538.723848.png
1341836538.759392 depth/1341836538.759392.png
1341836538.791689 depth/1341836538.791689.png
1341836538.824251 depth/1341836538.824251.png
1341836538.860243 depth/1341836538.860243.png
1341836538.891350 depth/1341836538.891350.png
1341836538.924381 depth/1341836538.924381.png
1341836538.959319 depth/1341836538.959319.png
1341836538.992321 depth/1341836538.992321.png
1341836539.029481 depth/1341836539.029481.png
1341836539.059505 depth/1341836539.059505.png
1341836539.092728 depth/1341836539.092728.png
1341836539.127260 depth/1341836539.127260.png
1341836539.159653 depth/1341836539.159653.png
1341836539.195399 depth/1341836539.195399.png
1341836539.227467 depth/1341836539.227467.png
1341836539.260445 depth/1341836539.260445.png
1341836539.295530 depth/1341836539.295530.png
1341836539.327497 depth/1341836539.327497.png
1341836539.363405 depth/1341836539.363405.png
1341836539.395552 depth/1341836539.395552.png
1341836539.427481 depth/1341836539.427481.png
1341836539.463468 depth/1341836539.463468.png
1341836539.496039 depth/1341836539.496039.png
1341836539.531413 depth/1341836539.531413.png
1341836539.563408 depth/1341836539.563408.png
1341836539.628454 depth/1341836539.628454.png
1341836539.692478 depth/1341836539.692478.png
1341836539.728517 depth/1341836539.728517.png
1341836539.760387 depth/1341836539.760387.png
1341836539.796564 depth/1341836539.796564.png
1341836539.828638 depth/1341836539.828638.png
1341836539.860447 depth/1341836539.860447.png
1341836539.896574 depth/1341836539.896574.png
1341836539.928295 depth/1341836539.928295.png
1341836539.960658 depth/1341836539.960658.png
1341836540.028567 depth/1341836540.028567.png
1341836540.064411 depth/1341836540.064411.png
1341836540.097309 depth/1341836540.097309.png
1341836540.128330 depth/1341836540.128330.png
1341836540.164742 depth/1341836540.164742.png
1341836540.196454 depth/1341836540.196454.png
1341836540.232474 depth/1341836540.232474.png
1341836540.264359 depth/1341836540.264359.png
1341836540.296502 depth/1341836540.296502.png
1341836540.332894 depth/1341836540.332894.png
1341836540.365058 depth/1341836540.365058.png
1341836540.396570 depth/1341836540.396570.png
1341836540.432576 depth/1341836540.432576.png
1341836540.464316 depth/1341836540.464316.png
1341836540.500536 depth/1341836540.500536.png
1341836540.533744 depth/1341836540.533744.png
1341836540.564548 depth/1341836540.564548.png
1341836540.600385 depth/1341836540.600385.png
1341836540.632376 depth/1341836540.632376.png
1341836540.664419 depth/1341836540.664419.png
1341836540.700450 depth/1341836540.700450.png
1341836540.732515 depth/1341836540.732515.png
1341836540.768368 depth/1341836540.768368.png
1341836540.800361 depth/1341836540.800361.png
1341836540.832343 depth/1341836540.832343.png
1341836540.868476 depth/1341836540.868476.png
1341836540.900331 depth/1341836540.900331.png
1341836540.932353 depth/1341836540.932353.png
1341836540.968306 depth/1341836540.968306.png
1341836541.000338 depth/1341836541.000338.png
1341836541.036271 depth/1341836541.036271.png
1341836541.071382 depth/1341836541.071382.png
1341836541.103420 depth/1341836541.103420.png
1341836541.139256 depth/1341836541.139256.png
1341836541.171365 depth/1341836541.171365.png
1341836541.204851 depth/1341836541.204851.png
1341836541.239277 depth/1341836541.239277.png
1341836541.271385 depth/1341836541.271385.png
1341836541.304997 depth/1341836541.304997.png
1341836541.339467 depth/1341836541.339467.png
1341836541.371328 depth/1341836541.371328.png
1341836541.407224 depth/1341836541.407224.png
1341836541.439372 depth/1341836541.439372.png
1341836541.472308 depth/1341836541.472308.png
1341836541.536377 depth/1341836541.536377.png
1341836541.572603 depth/1341836541.572603.png
1341836541.604467 depth/1341836541.604467.png
1341836541.636370 depth/1341836541.636370.png
1341836541.672462 depth/1341836541.672462.png
1341836541.707716 depth/1341836541.707716.png
1341836541.772346 depth/1341836541.772346.png
1341836541.804400 depth/1341836541.804400.png
1341836541.840316 depth/1341836541.840316.png
1341836541.872492 depth/1341836541.872492.png
1341836541.904457 depth/1341836541.904457.png
1341836541.940373 depth/1341836541.940373.png
1341836541.972318 depth/1341836541.972318.png
1341836542.008390 depth/1341836542.008390.png
1341836542.041151 depth/1341836542.041151.png
1341836542.108753 depth/1341836542.108753.png
1341836542.140558 depth/1341836542.140558.png
1341836542.172577 depth/1341836542.172577.png
1341836542.208432 depth/1341836542.208432.png
1341836542.276507 depth/1341836542.276507.png
1341836542.308365 depth/1341836542.308365.png
1341836542.340393 depth/1341836542.340393.png
1341836542.376369 depth/1341836542.376369.png
1341836542.408937 depth/1341836542.408937.png
1341836542.444526 depth/1341836542.444526.png
1341836542.476438 depth/1341836542.476438.png
1341836542.508477 depth/1341836542.508477.png
1341836542.544603 depth/1341836542.544603.png
1341836542.576581 depth/1341836542.576581.png
1341836542.608712 depth/1341836542.608712.png
1341836542.644376 depth/1341836542.644376.png
1341836542.676531 depth/1341836542.676531.png
1341836542.712418 depth/1341836542.712418.png
1341836542.744435 depth/1341836542.744435.png
1341836542.776418 depth/1341836542.776418.png
1341836542.812302 depth/1341836542.812302.png
1341836542.844445 depth/1341836542.844445.png
1341836542.876359 depth/1341836542.876359.png
1341836542.913013 depth/1341836542.913013.png
1341836542.944462 depth/1341836542.944462.png
1341836542.980353 depth/1341836542.980353.png
1341836543.012445 depth/1341836543.012445.png
1341836543.044325 depth/1341836543.044325.png
1341836543.080500 depth/1341836543.080500.png
1341836543.112498 depth/1341836543.112498.png
1341836543.144597 depth/1341836543.144597.png
1341836543.151979 depth/1341836543.151979.png
1341836543.212343 depth/1341836543.212343.png
1341836543.248405 depth/1341836543.248405.png
1341836543.280534 depth/1341836543.280534.png
1341836543.312382 depth/1341836543.312382.png
1341836543.348527 depth/1341836543.348527.png
1341836543.380361 depth/1341836543.380361.png
1341836543.416483 depth/1341836543.416483.png
1341836543.451467 depth/1341836543.451467.png
1341836543.483958 depth/1341836543.483958.png
1341836543.519893 depth/1341836543.519893.png
1341836543.551537 depth/1341836543.551537.png
1341836543.583538 depth/1341836543.583538.png
1341836543.619503 depth/1341836543.619503.png
1341836543.652635 depth/1341836543.652635.png
1341836543.685002 depth/1341836543.685002.png
1341836543.719520 depth/1341836543.719520.png
1341836543.751422 depth/1341836543.751422.png
1341836543.787396 depth/1341836543.787396.png
1341836543.819754 depth/1341836543.819754.png
1341836543.851413 depth/1341836543.851413.png
1341836543.887477 depth/1341836543.887477.png
1341836543.919533 depth/1341836543.919533.png
1341836543.952386 depth/1341836543.952386.png
1341836543.987365 depth/1341836543.987365.png
1341836544.019509 depth/1341836544.019509.png
1341836544.052261 depth/1341836544.052261.png
1341836544.087949 depth/1341836544.087949.png
1341836544.119451 depth/1341836544.119451.png
1341836544.155493 depth/1341836544.155493.png
1341836544.187351 depth/1341836544.187351.png
1341836544.220408 depth/1341836544.220408.png
1341836544.255296 depth/1341836544.255296.png
1341836544.288280 depth/1341836544.288280.png
1341836544.323940 depth/1341836544.323940.png
1341836544.355489 depth/1341836544.355489.png
1341836544.387403 depth/1341836544.387403.png
1341836544.423321 depth/1341836544.423321.png
1341836544.455456 depth/1341836544.455456.png
1341836544.491402 depth/1341836544.491402.png
1341836544.523575 depth/1341836544.523575.png
1341836544.555314 depth/1341836544.555314.png
1341836544.591385 depth/1341836544.591385.png
1341836544.623396 depth/1341836544.623396.png
1341836544.659367 depth/1341836544.659367.png
1341836544.691339 depth/1341836544.691339.png
1341836544.728446 depth/1341836544.728446.png
1341836544.760152 depth/1341836544.760152.png
1341836544.791748 depth/1341836544.791748.png
1341836544.827498 depth/1341836544.827498.png
1341836544.859320 depth/1341836544.859320.png
1341836544.895484 depth/1341836544.895484.png
1341836544.927321 depth/1341836544.927321.png
1341836544.959336 depth/1341836544.959336.png
1341836544.995596 depth/1341836544.995596.png
1341836545.027423 depth/1341836545.027423.png
1341836545.059393 depth/1341836545.059393.png
1341836545.095410 depth/1341836545.095410.png
1341836545.127479 depth/1341836545.127479.png
1341836545.163411 depth/1341836545.163411.png
1341836545.195518 depth/1341836545.195518.png
1341836545.227412 depth/1341836545.227412.png
1341836545.263329 depth/1341836545.263329.png
1341836545.296184 depth/1341836545.296184.png
1341836545.328105 depth/1341836545.328105.png
1341836545.363532 depth/1341836545.363532.png
1341836545.395597 depth/1341836545.395597.png
1341836545.428265 depth/1341836545.428265.png
1341836545.463423 depth/1341836545.463423.png
1341836545.495430 depth/1341836545.495430.png
1341836545.531480 depth/1341836545.531480.png
1341836545.563305 depth/1341836545.563305.png
1341836545.595520 depth/1341836545.595520.png
1341836545.631280 depth/1341836545.631280.png
1341836545.663487 depth/1341836545.663487.png
1341836545.695964 depth/1341836545.695964.png
1341836545.731503 depth/1341836545.731503.png
1341836545.763650 depth/1341836545.763650.png
1341836545.795405 depth/1341836545.795405.png
1341836545.831388 depth/1341836545.831388.png
1341836545.863361 depth/1341836545.863361.png
1341836545.896357 depth/1341836545.896357.png
1341836545.931721 depth/1341836545.931721.png
1341836545.963550 depth/1341836545.963550.png
1341836545.999263 depth/1341836545.999263.png
1341836546.031490 depth/1341836546.031490.png
1341836546.063418 depth/1341836546.063418.png
1341836546.099326 depth/1341836546.099326.png
1341836546.132386 depth/1341836546.132386.png
1341836546.164372 depth/1341836546.164372.png
1341836546.199276 depth/1341836546.199276.png
1341836546.231511 depth/1341836546.231511.png
1341836546.264298 depth/1341836546.264298.png
1341836546.299454 depth/1341836546.299454.png
1341836546.331304 depth/1341836546.331304.png
1341836546.367427 depth/1341836546.367427.png
1341836546.399568 depth/1341836546.399568.png
1341836546.432309 depth/1341836546.432309.png
1341836546.468214 depth/1341836546.468214.png
1341836546.499248 depth/1341836546.499248.png
1341836546.535546 depth/1341836546.535546.png
1341836546.567397 depth/1341836546.567397.png
1341836546.599354 depth/1341836546.599354.png
1341836546.635473 depth/1341836546.635473.png
1341836546.668682 depth/1341836546.668682.png
1341836546.703500 depth/1341836546.703500.png
1341836546.738802 depth/1341836546.738802.png
1341836546.803505 depth/1341836546.803505.png
1341836546.868550 depth/1341836546.868550.png
1341836546.900396 depth/1341836546.900396.png
1341836546.932531 depth/1341836546.932531.png
1341836546.971316 depth/1341836546.971316.png
1341836547.032614 depth/1341836547.032614.png
1341836547.068653 depth/1341836547.068653.png
1341836547.100590 depth/1341836547.100590.png
1341836547.136387 depth/1341836547.136387.png
1341836547.168662 depth/1341836547.168662.png
1341836547.200349 depth/1341836547.200349.png
1341836547.236508 depth/1341836547.236508.png
1341836547.269552 depth/1341836547.269552.png
1341836547.300444 depth/1341836547.300444.png
1341836547.336544 depth/1341836547.336544.png
1341836547.368656 depth/1341836547.368656.png
1341836547.404516 depth/1341836547.404516.png
1341836547.436502 depth/1341836547.436502.png
1341836547.475487 depth/1341836547.475487.png
1341836547.536629 depth/1341836547.536629.png
1341836547.568445 depth/1341836547.568445.png
1341836547.604303 depth/1341836547.604303.png
1341836547.637156 depth/1341836547.637156.png
1341836547.672333 depth/1341836547.672333.png
1341836547.704404 depth/1341836547.704404.png
1341836547.736527 depth/1341836547.736527.png
1341836547.772432 depth/1341836547.772432.png
1341836547.804424 depth/1341836547.804424.png
1341836547.840351 depth/1341836547.840351.png
1341836547.872382 depth/1341836547.872382.png
1341836547.904562 depth/1341836547.904562.png
1341836547.940222 depth/1341836547.940222.png
1341836547.972289 depth/1341836547.972289.png
1341836548.004417 depth/1341836548.004417.png
1341836548.040455 depth/1341836548.040455.png
1341836548.072335 depth/1341836548.072335.png
1341836548.108893 depth/1341836548.108893.png
1341836548.140434 depth/1341836548.140434.png
1341836548.172359 depth/1341836548.172359.png
1341836548.208590 depth/1341836548.208590.png
1341836548.240405 depth/1341836548.240405.png
1341836548.273007 depth/1341836548.273007.png
1341836548.308421 depth/1341836548.308421.png
1341836548.340480 depth/1341836548.340480.png
1341836548.376503 depth/1341836548.376503.png
1341836548.411392 depth/1341836548.411392.png
1341836548.443620 depth/1341836548.443620.png
1341836548.479415 depth/1341836548.479415.png
1341836548.511605 depth/1341836548.511605.png
1341836548.543461 depth/1341836548.543461.png
1341836548.579410 depth/1341836548.579410.png
1341836548.611355 depth/1341836548.611355.png
1341836548.644297 depth/1341836548.644297.png
1341836548.679373 depth/1341836548.679373.png
1341836548.712317 depth/1341836548.712317.png
1341836548.744391 depth/1341836548.744391.png
1341836548.779358 depth/1341836548.779358.png
1341836548.811365 depth/1341836548.811365.png
1341836548.847963 depth/1341836548.847963.png
1341836548.879513 depth/1341836548.879513.png
1341836548.912879 depth/1341836548.912879.png
1341836548.948004 depth/1341836548.948004.png
1341836549.015536 depth/1341836549.015536.png
1341836549.080383 depth/1341836549.080383.png
1341836549.115374 depth/1341836549.115374.png
1341836549.148068 depth/1341836549.148068.png
1341836549.183447 depth/1341836549.183447.png
1341836549.215389 depth/1341836549.215389.png
1341836549.248072 depth/1341836549.248072.png
1341836549.283490 depth/1341836549.283490.png
1341836549.315597 depth/1341836549.315597.png
1341836549.348639 depth/1341836549.348639.png
1341836549.383331 depth/1341836549.383331.png
1341836549.415411 depth/1341836549.415411.png
1341836549.451406 depth/1341836549.451406.png
1341836549.483410 depth/1341836549.483410.png
1341836549.515406 depth/1341836549.515406.png
1341836549.551502 depth/1341836549.551502.png
1341836549.583634 depth/1341836549.583634.png
1341836549.619316 depth/1341836549.619316.png
1341836549.651485 depth/1341836549.651485.png
1341836549.683414 depth/1341836549.683414.png
1341836549.719286 depth/1341836549.719286.png
1341836549.752229 depth/1341836549.752229.png
1341836549.787532 depth/1341836549.787532.png
1341836549.819356 depth/1341836549.819356.png
1341836549.851701 depth/1341836549.851701.png
1341836549.887392 depth/1341836549.887392.png
1341836549.919479 depth/1341836549.919479.png
1341836549.955426 depth/1341836549.955426.png
1341836549.987382 depth/1341836549.987382.png
1341836550.019392 depth/1341836550.019392.png
1341836550.055384 depth/1341836550.055384.png
1341836550.087385 depth/1341836550.087385.png
1341836550.119427 depth/1341836550.119427.png
1341836550.155403 depth/1341836550.155403.png
1341836550.187315 depth/1341836550.187315.png
